"","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_trtspecifics","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","effect_norm","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","nutrient_groups","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"1","Nutrient Management",120,"2008-2","1","1","Crop Yields","Crop Nutrient Content","Corn Stalk Nitrogen Content","stalk nitrate",NA,NA,"NA","mg/kg","LSD","mean","0","2","NA",4190,"1","2",NA,5684,"1.0999999999999999E-2","1","broad_band","Broadcast","broadcasted fertilizer (UAN mixed with Nitamin-Nfusion)","Banded","banned fertilizer (UAN mixed with Nitamin-Nfusion)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,35.66,"Crop Yields | Crop Nutrient Content | Corn Stalk Nitrogen Content","Positive | assumed societal benefit"
"16","Nutrient Management",120,"2008-2","2","2","Crop Yields","Grain Quality","Corn Nitrogen Uptake","maize grain nitrogen uptake",NA,NA,"NA","kg/ha","LSD","mean","0","3","NA",182,"1","3",NA,174,"ns","0","broad_band","Broadcast","broadcasted fertilizer (UAN)","Banded","banned fertilizer (UAN)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-4.4,"Crop Yields | Grain Quality | Corn Nitrogen Uptake","Positive | assumed societal benefit"
"17","Nutrient Management",120,"2008-2","2","3","Crop Yields","Grain Quality","Corn Nitrogen Uptake","maize grain nitrogen uptake",NA,NA,"NA","kg/ha","LSD","mean","0","2","NA",192,"1","2",NA,198,"ns","0","broad_band","Broadcast","broadcasted fertilizer (UAN mixed with Nitamin-Nfusion)","Banded","banned fertilizer (UAN mixed with Nitamin-Nfusion)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,3.12,"Crop Yields | Grain Quality | Corn Nitrogen Uptake","Positive | assumed societal benefit"
"18","Nutrient Management",120,"2008-2","2","3","Crop Yields","Grain Quality","Corn Nitrogen Uptake","maize grain nitrogen uptake",NA,NA,"NA","kg/ha","LSD","mean","0","3","NA",192,"1","3",NA,197,"ns","0","broad_band","Broadcast","broadcasted fertilizer (UAN)","Banded","banned fertilizer (UAN)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,2.6,"Crop Yields | Grain Quality | Corn Nitrogen Uptake","Positive | assumed societal benefit"
"19","Nutrient Management",120,"2008-2","2","2;3","Soil Nutrients","Nitrate","Late Season","soil nitrate",NA,"0-120 cm","0-60 cm","kg/ha","LSD","mean","0","2","NA",32,"1","2",NA,53,"<0.0001","1","broad_band","Broadcast","broadcasted fertilizer (UAN mixed with Nitamin-Nfusion)","Banded","banned fertilizer (UAN mixed with Nitamin-Nfusion)","Fertilizer Placement","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,65.62,"Soil Nutrients | Nitrate | Late Season","Dependent on other factors | dependent on other factors"
"20","Nutrient Management",120,"2008-2","2","2;3","Soil Nutrients","Nitrate","Late Season","soil nitrate",NA,"0-120 cm","0-60 cm","kg/ha","LSD","mean","0","3","NA",31,"1","3",NA,52,"<0.0001","1","broad_band","Broadcast","broadcasted fertilizer (UAN)","Banded","banned fertilizer (UAN)","Fertilizer Placement","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,67.74,"Soil Nutrients | Nitrate | Late Season","Dependent on other factors | dependent on other factors"
"21","Nutrient Management",121,"2012-2","1","1","Crop Yields","Grain Yields","Corn","maize grain yield",NA,NA,"NA","bu/ac",NA,"mean","0","NA","NA",104,"1","NA",NA,96,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate split application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-7.69,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"22","Nutrient Management",121,"2012-2","1","1","Crop Yields","Grain Yields","Corn","maize grain yield",NA,NA,"NA","bu/ac",NA,"mean","0","NA","NA",104,"2","NA",NA,99,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate rescue application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-4.81,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"23","Nutrient Management",121,"2012-2","1","2","Crop Yields","Grain Yields","Corn","maize grain yield",NA,NA,"NA","bu/ac",NA,"mean","0","NA","NA",141,"1","NA",NA,143,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate split application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,1.42,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"24","Nutrient Management",121,"2012-2","1","2","Crop Yields","Grain Yields","Corn","maize grain yield",NA,NA,"NA","bu/ac",NA,"mean","0","NA","NA",141,"2","NA",NA,144,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate rescue application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,2.13,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"25","Nutrient Management",121,"2012-2","1","3","Crop Yields","Grain Yields","Corn","maize grain yield",NA,NA,"NA","bu/ac",NA,"mean","0","NA","NA",159,"1","NA",NA,177,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate split application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,11.32,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"26","Nutrient Management",121,"2012-2","1","3","Crop Yields","Grain Yields","Corn","maize grain yield",NA,NA,"NA","bu/ac",NA,"mean","0","NA","NA",159,"2","NA",NA,171,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate rescue application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,7.55,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"27","Nutrient Management",121,"2012-2","1","4","Crop Yields","Grain Yields","Corn","maize grain yield",NA,NA,"NA","bu/ac",NA,"mean","0","NA","NA",149,"1","NA",NA,160,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate split application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,7.38,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"28","Nutrient Management",121,"2012-2","1","4","Crop Yields","Grain Yields","Corn","maize grain yield",NA,NA,"NA","bu/ac",NA,"mean","0","NA","NA",149,"2","NA",NA,171,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate rescue application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,14.77,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"29","Nutrient Management",121,"2012-2","1","5","Crop Yields","Grain Yields","Corn","maize grain yield",NA,NA,"NA","bu/ac",NA,"mean","0","NA","NA",113,"1","NA",NA,105,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate split application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-7.08,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"30","Nutrient Management",121,"2012-2","1","5","Crop Yields","Grain Yields","Corn","maize grain yield",NA,NA,"NA","bu/ac",NA,"mean","0","NA","NA",105,"2","NA",NA,113,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate rescue application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,7.62,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"31","Nutrient Management",121,"2012-2","1","6","Crop Yields","Grain Yields","Corn","maize grain yield",NA,NA,"NA","bu/ac",NA,"mean","0","NA","NA",72,"1","NA",NA,96,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate split application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,33.33,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"32","Nutrient Management",121,"2012-2","1","6","Crop Yields","Grain Yields","Corn","maize grain yield",NA,NA,"NA","bu/ac",NA,"mean","0","NA","NA",72,"2","NA",NA,85,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate rescue application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,18.06,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"33","Nutrient Management",121,"2012-2","2","1","Crop Yields","Grain Yields","Corn","maize grain yield",NA,NA,"NA","bu/ac",NA,"mean","0","NA","NA",182,"1","NA",NA,166,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate split application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-8.79,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"34","Nutrient Management",121,"2012-2","2","1","Crop Yields","Grain Yields","Corn","maize grain yield",NA,NA,"NA","bu/ac",NA,"mean","0","NA","NA",182,"2","NA",NA,172,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate rescue application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-5.49,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"35","Nutrient Management",121,"2012-2","2","1","Crop Yields","Grain Yields","Corn","maize grain yield",NA,NA,"NA","bu/ac",NA,"mean","0","NA","NA",88,"1","NA",NA,83,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate split application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-5.68,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"36","Nutrient Management",121,"2012-2","2","1","Crop Yields","Grain Yields","Corn","maize grain yield",NA,NA,"NA","bu/ac",NA,"mean","0","NA","NA",88,"2","NA",NA,88,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate rescue application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,0,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"37","Nutrient Management",121,"2012-2","2","2","Crop Yields","Grain Yields","Corn","maize grain yield",NA,NA,"NA","bu/ac",NA,"mean","0","NA","NA",197,"1","NA",NA,187,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate split application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-5.08,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"38","Nutrient Management",121,"2012-2","2","2","Crop Yields","Grain Yields","Corn","maize grain yield",NA,NA,"NA","bu/ac",NA,"mean","0","NA","NA",197,"2","NA",NA,196,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate rescue application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-0.51,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"39","Nutrient Management",121,"2012-2","2","3","Crop Yields","Grain Yields","Corn","maize grain yield",NA,NA,"NA","bu/ac",NA,"mean","0","NA","NA",211,"1","NA",NA,224,"5.0000000000000001E-3",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate split application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,6.16,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"40","Nutrient Management",121,"2012-2","2","3","Crop Yields","Grain Yields","Corn","maize grain yield",NA,NA,"NA","bu/ac",NA,"mean","0","NA","NA",211,"2","NA",NA,236,"5.0000000000000001E-3",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate rescue application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,11.85,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"41","Nutrient Management",121,"2012-2","2","4","Crop Yields","Grain Yields","Corn","maize grain yield",NA,NA,"NA","bu/ac",NA,"mean","0","NA","NA",143,"1","NA",NA,140,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate split application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-2.1,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"42","Nutrient Management",121,"2012-2","2","4","Crop Yields","Grain Yields","Corn","maize grain yield",NA,NA,"NA","bu/ac",NA,"mean","0","NA","NA",143,"2","NA",NA,132,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate rescue application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-7.69,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"43","Nutrient Management",121,"2012-2","2","5","Crop Yields","Grain Yields","Corn","maize grain yield",NA,NA,"NA","bu/ac",NA,"mean","0","NA","NA",165,"1","NA",NA,174,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate split application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,5.45,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"44","Nutrient Management",121,"2012-2","2","5","Crop Yields","Grain Yields","Corn","maize grain yield",NA,NA,"NA","bu/ac",NA,"mean","0","NA","NA",165,"2","NA",NA,175,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate rescue application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,6.06,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"45","Nutrient Management",121,"2012-2","1","1","Crop Yields","Crop Nutrient Content","Crop Nitrogen Use Efficiency","agronomic efficiency",NA,NA,"NA","bu/lb N",NA,"mean","0","NA","NA",0.07,"1","NA",NA,0.03,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate split application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-57.14,"Crop Yields | Crop Nutrient Content | Crop Nitrogen Use Efficiency","Positive | assumed societal benefit"
"46","Nutrient Management",121,"2012-2","1","1","Crop Yields","Crop Nutrient Content","Crop Nitrogen Use Efficiency","agronomic efficiency",NA,NA,"NA","bu/lb N",NA,"mean","0","NA","NA",0.07,"2","NA",NA,0.03,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate rescue application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-57.14,"Crop Yields | Crop Nutrient Content | Crop Nitrogen Use Efficiency","Positive | assumed societal benefit"
"47","Nutrient Management",121,"2012-2","1","2","Crop Yields","Crop Nutrient Content","Crop Nitrogen Use Efficiency","agronomic efficiency",NA,NA,"NA","bu/lb N",NA,"mean","0","NA","NA",0.17,"1","NA",NA,0.19,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate split application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,11.76,"Crop Yields | Crop Nutrient Content | Crop Nitrogen Use Efficiency","Positive | assumed societal benefit"
"48","Nutrient Management",121,"2012-2","1","2","Crop Yields","Crop Nutrient Content","Crop Nitrogen Use Efficiency","agronomic efficiency",NA,NA,"NA","bu/lb N",NA,"mean","0","NA","NA",0.17,"2","NA",NA,0.19,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate rescue application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,11.76,"Crop Yields | Crop Nutrient Content | Crop Nitrogen Use Efficiency","Positive | assumed societal benefit"
"49","Nutrient Management",121,"2012-2","1","3","Crop Yields","Crop Nutrient Content","Crop Nitrogen Use Efficiency","agronomic efficiency",NA,NA,"NA","bu/lb N",NA,"mean","0","NA","NA",0.08,"1","NA",NA,0.19,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate split application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,137.5,"Crop Yields | Crop Nutrient Content | Crop Nitrogen Use Efficiency","Positive | assumed societal benefit"
"50","Nutrient Management",121,"2012-2","1","3","Crop Yields","Crop Nutrient Content","Crop Nitrogen Use Efficiency","agronomic efficiency",NA,NA,"NA","bu/lb N",NA,"mean","0","NA","NA",0.08,"2","NA",NA,0.14,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate rescue application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,75,"Crop Yields | Crop Nutrient Content | Crop Nitrogen Use Efficiency","Positive | assumed societal benefit"
"51","Nutrient Management",121,"2012-2","1","4","Crop Yields","Crop Nutrient Content","Crop Nitrogen Use Efficiency","agronomic efficiency",NA,NA,"NA","bu/lb N",NA,"mean","0","NA","NA",0.52,"1","NA",NA,0.58,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate split application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,11.54,"Crop Yields | Crop Nutrient Content | Crop Nitrogen Use Efficiency","Positive | assumed societal benefit"
"52","Nutrient Management",121,"2012-2","1","4","Crop Yields","Crop Nutrient Content","Crop Nitrogen Use Efficiency","agronomic efficiency",NA,NA,"NA","bu/lb N",NA,"mean","0","NA","NA",0.52,"2","NA",NA,0.49,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate rescue application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-5.77,"Crop Yields | Crop Nutrient Content | Crop Nitrogen Use Efficiency","Positive | assumed societal benefit"
"53","Nutrient Management",121,"2012-2","1","5","Crop Yields","Crop Nutrient Content","Crop Nitrogen Use Efficiency","agronomic efficiency",NA,NA,"NA","bu/lb N",NA,"mean","0","NA","NA",0.27,"1","NA",NA,0.21,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate split application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-22.22,"Crop Yields | Crop Nutrient Content | Crop Nitrogen Use Efficiency","Positive | assumed societal benefit"
"54","Nutrient Management",121,"2012-2","1","5","Crop Yields","Crop Nutrient Content","Crop Nitrogen Use Efficiency","agronomic efficiency",NA,NA,"NA","bu/lb N",NA,"mean","0","NA","NA",0.27,"2","NA",NA,0.22,"ns",NA,"uniform_variable","Broadcast","spring applied fertilizer with variable rate at V10","Variable Rate Application","variable rate rescue application strategy","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-18.52,"Crop Yields | Crop Nutrient Content | Crop Nitrogen Use Efficiency","Positive | assumed societal benefit"
